episode_id,step,reward_mean_0,reward_mean_1,reward_total_0,reward_total_1,episode_length_steps,avg_speed_0_kmh,avg_speed_1_kmh,max_speed_0_kmh,max_speed_1_kmh,avg_angle_0_rad,avg_angle_1_rad,laps_0,laps_1,overtakes_0,overtakes_1,min_distance_m,avg_distance_m,pct_leader_0,pct_leader_1,max_meters_traveled_0,max_meters_traveled_1,max_progress_pct_0,max_progress_pct_1,best_lap_time_0_s,best_lap_time_1_s,policy_loss,value_loss,reason
3909,1358494,0.3280,0.3372,54.46,55.97,166,60.75,61.57,94.54,97.52,0.068,0.069,0,0,0,0,2.53,0.71,86.7,13.3,140.0,142.0,2.49,2.53,NaN,NaN,NaN,NaN,car_collision
3910,1359600,0.4853,0.3877,536.73,428.74,1106,102.04,94.63,141.29,131.09,0.102,0.110,0,0,0,0,2.99,51.09,97.1,2.9,1569.4,1456.6,27.94,25.93,NaN,NaN,0.10652,11.18868,wall_collision
3911,1360526,0.4584,0.3735,424.48,345.84,926,94.29,88.57,134.54,126.45,0.117,0.088,0,0,0,0,2.95,44.30,99.9,0.1,1218.9,1144.6,21.70,20.38,NaN,NaN,-0.05538,2.65488,wall_collision
3912,1360627,0.2795,0.2621,28.23,26.47,101,48.13,47.44,72.05,70.23,0.050,0.085,0,0,0,0,2.49,0.38,100.0,0.0,68.0,66.0,1.21,1.17,NaN,NaN,NaN,NaN,car_collision
3913,1361752,0.4937,0.3796,555.37,427.03,1125,98.79,91.39,136.01,125.82,0.113,0.118,0,0,0,0,2.45,66.07,94.7,5.3,1546.7,1431.9,27.54,25.49,NaN,NaN,-0.07594,3.26053,wall_collision
3914,1361892,0.3688,0.3018,51.63,42.26,140,57.60,55.46,89.06,82.07,0.083,0.083,0,0,0,0,2.34,0.96,83.6,16.4,112.0,108.0,1.99,1.92,NaN,NaN,NaN,NaN,wall_collision
3915,1363893,0.4724,0.3723,945.27,744.96,2001,98.07,94.34,128.16,130.27,0.113,0.097,0,0,0,0,2.48,56.06,99.9,0.1,2723.5,2621.5,48.49,46.67,NaN,NaN,-0.00784,2.23697,max_steps
3916,1365894,0.4871,0.3812,974.74,762.75,2001,99.35,94.53,131.45,131.65,0.115,0.118,0,0,0,0,2.72,108.01,100.0,0.0,2755.5,2617.5,49.06,46.60,NaN,NaN,-0.05688,0.99454,max_steps
3917,1365977,0.2439,0.3649,20.25,30.29,83,42.68,42.79,61.98,62.45,0.057,0.087,0,0,0,0,3.12,0.22,100.0,0.0,50.0,50.0,0.89,0.89,NaN,NaN,NaN,NaN,wall_collision
3918,1366133,0.3618,0.3693,56.45,57.61,156,60.35,60.43,91.34,91.74,0.084,0.058,0,0,0,0,2.51,0.41,79.5,20.5,130.0,130.0,2.31,2.31,NaN,NaN,-0.13363,3.41697,car_collision
3919,1366259,0.3411,0.2508,42.98,31.60,126,54.01,51.12,84.05,75.85,0.065,0.066,0,0,0,0,2.11,1.13,100.0,0.0,94.0,90.0,1.67,1.60,NaN,NaN,NaN,NaN,wall_collision
3920,1366363,0.2543,0.3451,26.45,35.89,104,47.20,48.28,68.22,73.46,0.050,0.072,0,0,0,0,2.19,0.25,87.5,12.5,68.0,70.0,1.21,1.25,NaN,NaN,NaN,NaN,wall_collision
3921,1368364,0.4864,0.3891,973.29,778.63,2001,101.98,98.36,137.02,136.98,0.109,0.109,0,0,0,0,3.01,57.79,100.0,0.0,2835.5,2727.5,50.48,48.56,NaN,NaN,0.01306,12.52255,max_steps
3922,1368449,0.3705,0.2474,31.50,21.03,85,44.36,42.84,66.06,61.52,0.074,0.063,0,0,0,0,3.08,0.49,100.0,0.0,52.0,50.0,0.93,0.89,NaN,NaN,NaN,NaN,wall_collision
3923,1369239,0.3950,0.4886,312.08,385.97,790,87.42,97.58,128.75,135.78,0.120,0.101,0,0,0,1,2.83,36.66,7.1,92.9,960.8,1075.0,17.11,19.14,NaN,NaN,0.03511,2.15899,wall_collision
3924,1369352,0.2709,0.2672,30.61,30.19,113,50.65,50.15,79.06,76.17,0.059,0.071,0,0,0,0,2.17,0.23,92.0,8.0,80.0,78.0,1.42,1.39,NaN,NaN,NaN,NaN,car_collision
3925,1369457,0.2906,0.3907,30.52,41.02,105,48.11,49.13,71.41,75.48,0.073,0.076,0,0,0,0,2.86,0.36,81.9,18.1,70.0,72.0,1.25,1.28,NaN,NaN,NaN,NaN,wall_collision
3926,1369799,0.4076,0.4773,139.40,163.25,342,80.38,93.47,118.11,140.73,0.086,0.084,0,0,0,1,2.66,21.38,29.2,70.8,382.0,442.0,6.80,7.87,NaN,NaN,-0.06604,19.44769,wall_collision
3927,1369972,0.3723,0.4393,64.41,76.01,173,63.85,65.20,92.21,104.06,0.075,0.062,0,0,0,0,2.41,0.72,91.3,8.7,154.0,156.0,2.74,2.78,NaN,NaN,NaN,NaN,wall_collision
3928,1370335,0.4318,0.3749,156.76,136.08,363,90.61,80.19,136.57,112.21,0.075,0.120,0,0,0,0,2.61,27.27,100.0,0.0,455.0,404.0,8.10,7.19,NaN,NaN,0.05466,5.06522,wall_collision
3929,1370700,0.4202,0.3775,153.38,137.80,365,87.96,81.15,117.81,115.68,0.102,0.092,0,0,0,0,2.85,18.39,97.8,2.2,444.0,410.0,7.90,7.30,NaN,NaN,-0.01575,6.60623,wall_collision
3930,1370835,0.4161,0.3404,56.18,45.96,135,56.07,55.94,89.55,85.76,0.063,0.053,0,0,0,0,2.62,0.27,87.4,12.6,106.0,104.0,1.89,1.85,NaN,NaN,NaN,NaN,wall_collision
3931,1370954,0.2929,0.3757,34.86,44.71,119,51.82,52.77,77.25,81.94,0.071,0.075,0,0,0,0,2.35,0.42,79.0,21.0,86.0,88.0,1.53,1.57,NaN,NaN,NaN,NaN,wall_collision
3932,1371173,0.4405,0.4035,96.48,88.38,219,69.70,73.73,95.46,110.89,0.092,0.093,0,0,0,1,2.60,2.05,48.9,51.1,212.0,224.0,3.77,3.99,NaN,NaN,-0.04501,5.59359,wall_collision
3933,1371267,0.3798,0.2722,35.70,25.58,94,46.09,46.23,67.96,68.05,0.077,0.068,0,0,0,0,2.45,0.13,93.6,6.4,60.0,60.0,1.07,1.07,NaN,NaN,NaN,NaN,wall_collision
3934,1371646,0.4322,0.3769,163.80,142.85,379,84.58,84.25,132.90,123.21,0.110,0.084,0,0,0,0,2.84,19.85,100.0,0.0,448.0,442.0,7.98,7.87,NaN,NaN,-0.13441,5.52672,wall_collision
3935,1371703,0.1669,0.3443,9.51,19.62,57,37.15,37.10,49.99,50.46,0.077,0.095,0,0,0,0,3.45,0.11,100.0,0.0,30.0,30.0,0.53,0.53,NaN,NaN,NaN,NaN,wall_collision
3936,1371913,0.4378,0.3945,91.94,82.84,210,71.77,67.31,115.27,95.70,0.066,0.077,0,0,0,0,3.27,2.82,100.0,0.0,210.0,196.0,3.74,3.49,NaN,NaN,NaN,NaN,wall_collision
3937,1372250,0.4265,0.3583,143.74,120.75,337,94.02,78.42,139.28,121.62,0.076,0.099,0,0,0,0,2.80,26.77,100.0,0.0,438.0,366.0,7.80,6.52,NaN,NaN,-0.23540,4.83872,wall_collision
3938,1372301,0.3374,0.1356,17.21,6.91,51,35.21,34.38,45.88,44.92,0.107,0.084,0,0,0,0,3.28,0.08,100.0,0.0,26.0,24.0,0.46,0.43,NaN,NaN,NaN,NaN,wall_collision
3939,1372407,0.2635,0.2923,27.93,30.98,106,47.73,49.98,70.93,77.50,0.075,0.067,0,0,0,0,3.50,0.89,63.2,36.8,70.0,74.0,1.25,1.32,NaN,NaN,NaN,NaN,car_collision
3940,1372523,0.3975,0.3117,46.11,36.16,116,50.82,50.95,79.80,78.16,0.065,0.069,0,0,0,0,2.94,0.34,82.8,17.2,82.0,82.0,1.46,1.46,NaN,NaN,NaN,NaN,wall_collision
3941,1374524,0.4960,0.3925,992.43,785.42,2001,104.17,98.34,143.67,133.28,0.107,0.095,0,0,0,0,3.04,53.25,100.0,0.0,2893.5,2729.5,51.51,48.59,NaN,NaN,-0.02363,6.24735,max_steps
3942,1374882,0.4042,0.4720,144.69,168.99,358,76.68,91.39,108.24,125.47,0.075,0.090,0,0,0,1,2.94,23.33,22.1,77.9,380.0,452.0,6.77,8.05,NaN,NaN,0.03979,0.73316,wall_collision
3943,1376040,0.4006,0.4955,463.84,573.73,1158,97.60,100.56,130.07,139.88,0.098,0.117,0,0,0,1,2.46,47.97,7.7,92.3,1569.4,1616.9,27.94,28.78,NaN,NaN,0.04308,4.31602,wall_collision
3944,1376130,0.1771,0.1805,15.94,16.25,90,45.82,45.40,70.60,68.33,0.060,0.039,0,0,0,0,2.07,0.07,100.0,0.0,58.0,58.0,1.03,1.03,NaN,NaN,NaN,NaN,car_collision
3945,1376241,-0.1284,-0.1089,-14.25,-12.09,111,49.89,51.03,75.98,78.78,0.083,0.056,0,0,0,0,2.21,0.76,62.2,37.8,76.0,78.0,1.35,1.39,NaN,NaN,NaN,NaN,car_collision
3946,1376282,0.0650,0.0688,2.67,2.82,41,33.49,33.19,40.06,39.32,0.105,0.046,0,0,0,0,2.29,0.05,100.0,0.0,20.0,20.0,0.36,0.36,NaN,NaN,0.39223,175.81287,car_collision
3947,1378283,0.5128,0.4060,1026.15,812.41,2001,105.02,99.02,145.47,140.70,0.110,0.106,0,0,0,0,3.02,93.20,100.0,0.0,2913.5,2747.5,51.87,48.91,NaN,NaN,-0.05481,3.20583,max_steps
3948,1378956,0.4138,0.3393,278.48,228.34,673,90.53,78.09,131.56,116.56,0.098,0.083,0,0,0,0,2.49,40.63,100.0,0.0,850.8,732.8,15.15,13.05,NaN,NaN,-0.00936,1.15766,wall_collision
3949,1379073,0.3007,0.3069,35.18,35.90,117,51.25,51.68,78.57,80.01,0.062,0.084,0,0,0,0,2.26,0.67,66.7,33.3,84.0,84.0,1.50,1.50,NaN,NaN,NaN,NaN,car_collision
3950,1381074,0.4893,0.3627,979.14,725.70,2001,100.90,90.36,145.54,139.05,0.103,0.117,0,0,0,0,2.80,142.53,100.0,0.0,2807.5,2510.7,49.98,44.70,NaN,NaN,-0.11713,4.46058,max_steps
3951,1383075,0.3842,0.4881,768.74,976.67,2001,96.77,100.52,138.36,140.37,0.121,0.124,0,0,0,1,2.61,121.60,3.9,96.1,2679.5,2785.5,47.70,49.59,NaN,NaN,-0.08918,1.93661,max_steps
3952,1384201,0.4847,0.3663,545.73,412.46,1126,100.44,86.78,143.28,132.93,0.105,0.117,0,0,0,0,2.57,64.93,99.9,0.1,1569.4,1355.2,27.94,24.13,NaN,NaN,-0.04030,1.45111,wall_collision
3953,1384300,0.2053,0.2052,20.33,20.31,99,46.17,45.94,70.61,70.45,0.073,0.088,0,0,0,0,1.98,0.22,99.0,1.0,64.0,64.0,1.14,1.14,NaN,NaN,NaN,NaN,car_collision
3954,1384376,0.3578,0.2316,27.20,17.60,76,41.40,42.63,60.63,61.46,0.105,0.068,0,0,0,0,2.83,0.63,68.4,31.6,44.0,46.0,0.78,0.82,NaN,NaN,NaN,NaN,wall_collision
3955,1384439,0.1913,0.3471,12.05,21.87,63,38.51,38.56,52.14,54.09,0.079,0.101,0,0,0,0,3.48,0.22,100.0,0.0,34.0,34.0,0.61,0.61,NaN,NaN,0.28642,67.42808,wall_collision
3956,1385242,0.3833,0.4508,307.76,362.00,803,88.77,92.13,136.06,139.12,0.097,0.126,0,0,0,1,2.46,32.24,10.3,89.7,992.8,1030.8,17.68,18.35,NaN,NaN,-0.05180,1.08343,wall_collision
3957,1385381,0.3350,0.3416,46.56,47.49,139,57.15,57.43,91.07,90.12,0.055,0.055,0,0,0,0,2.08,0.14,92.8,7.2,110.0,110.0,1.96,1.96,NaN,NaN,NaN,NaN,car_collision
3958,1385536,0.3617,0.3532,56.07,54.75,155,61.80,60.76,98.06,96.29,0.074,0.075,0,0,0,0,2.47,0.55,100.0,0.0,132.0,130.0,2.35,2.31,NaN,NaN,-0.01957,9.71016,car_collision
3959,1385683,0.3335,0.3510,49.02,51.60,147,58.63,59.89,90.06,95.47,0.084,0.061,0,0,0,0,2.59,0.72,66.7,33.3,120.0,122.0,2.14,2.17,NaN,NaN,NaN,NaN,car_collision
3960,1386019,0.4616,0.3941,155.08,132.43,336,94.92,78.48,143.95,122.53,0.078,0.078,0,0,0,0,3.46,25.98,100.0,0.0,442.0,366.0,7.87,6.52,NaN,NaN,0.16458,63.13282,wall_collision
3961,1386397,0.4641,0.3872,175.44,146.35,378,88.12,84.62,134.95,125.51,0.078,0.076,0,0,0,0,3.97,21.97,100.0,0.0,465.0,442.0,8.28,7.87,NaN,NaN,NaN,NaN,wall_collision
3962,1388398,0.3970,0.4743,794.33,949.12,2001,97.57,97.88,140.86,138.35,0.103,0.135,0,0,0,1,3.07,48.10,5.2,94.8,2701.5,2717.5,48.10,48.38,NaN,NaN,-0.18743,2.32230,max_steps
3963,1390399,0.3879,0.5202,776.19,1041.01,2001,97.10,108.87,144.26,148.16,0.105,0.105,0,0,0,1,3.11,165.82,4.6,95.4,2699.5,3023.5,48.06,53.83,NaN,NaN,0.04389,1.06617,max_steps
3964,1392400,0.3808,0.4825,761.92,965.52,2001,94.75,98.88,133.51,148.64,0.101,0.120,0,0,0,1,2.75,48.76,3.5,96.5,2629.5,2745.5,46.81,48.88,NaN,NaN,-0.14486,1.47617,max_steps
3965,1393301,0.4956,0.3597,446.56,324.08,901,102.15,90.98,144.42,134.12,0.083,0.125,0,0,0,0,2.56,61.85,100.0,0.0,1280.6,1140.5,22.80,20.30,NaN,NaN,-0.07092,1.13569,wall_collision
3966,1395302,0.3839,0.4896,768.15,979.63,2001,95.90,100.78,143.33,144.07,0.108,0.123,0,0,0,1,2.46,72.43,5.7,94.3,2665.5,2799.5,47.45,49.84,NaN,NaN,0.02262,3.59547,max_steps
3967,1395483,0.3981,0.3954,72.05,71.56,181,68.12,66.96,104.41,104.70,0.071,0.050,0,0,0,0,3.04,1.38,100.0,0.0,172.0,168.0,3.06,2.99,NaN,NaN,NaN,NaN,car_collision
3968,1395596,0.2827,0.2920,31.94,33.00,113,51.34,51.77,81.22,82.16,0.046,0.054,0,0,0,0,2.14,0.25,90.3,9.7,80.0,82.0,1.42,1.46,NaN,NaN,NaN,NaN,car_collision
3969,1395748,0.3569,0.3440,54.24,52.29,152,61.14,59.96,95.62,93.13,0.075,0.058,0,0,0,0,2.92,0.67,91.4,8.6,128.0,126.0,2.28,2.24,NaN,NaN,-0.12867,38.88565,car_collision
3970,1396887,0.3836,0.3733,436.87,425.15,1139,100.31,92.05,155.61,131.38,0.294,0.107,0,0,0,0,3.29,84.59,100.0,0.0,1565.2,1452.5,27.87,25.86,NaN,NaN,0.11971,6.21301,wall_collision
3971,1397029,0.3382,0.3364,48.02,47.77,142,59.33,58.98,95.26,93.91,0.050,0.056,0,0,0,0,2.08,0.24,91.5,8.5,118.0,116.0,2.10,2.07,NaN,NaN,NaN,NaN,car_collision
3972,1397366,0.4686,0.3916,157.92,131.99,337,94.83,79.50,145.09,115.37,0.074,0.070,0,0,0,0,3.85,22.61,100.0,0.0,444.0,372.0,7.90,6.62,NaN,NaN,0.26202,66.95525,wall_collision
3973,1397708,0.4547,0.3756,155.50,128.45,342,93.09,77.15,136.08,124.59,0.077,0.069,0,0,0,0,3.15,29.25,100.0,0.0,440.0,366.0,7.83,6.52,NaN,NaN,NaN,NaN,wall_collision
3974,1398531,0.4794,0.3510,394.55,288.86,823,97.07,85.03,140.15,124.73,0.094,0.103,0,0,0,0,3.85,56.62,100.0,0.0,1109.8,970.8,19.76,17.28,NaN,NaN,0.11705,1.40587,wall_collision
3975,1398878,0.4284,0.4849,148.66,168.26,347,78.13,91.52,106.99,125.29,0.100,0.092,0,0,0,1,3.17,15.65,53.0,47.0,376.0,438.0,6.69,7.80,NaN,NaN,0.12153,14.76151,wall_collision
3976,1400879,0.5086,0.3997,1017.80,799.87,2001,105.23,99.53,147.98,137.87,0.100,0.116,0,0,0,0,3.53,111.24,100.0,0.0,2915.5,2755.5,51.91,49.06,NaN,NaN,-0.12235,1.61985,max_steps
3977,1401029,0.3153,0.3119,47.30,46.78,150,59.22,60.98,92.24,98.84,0.064,0.063,0,0,0,0,2.39,0.89,64.0,36.0,124.0,128.0,2.21,2.28,NaN,NaN,NaN,NaN,car_collision
3978,1403030,0.3863,0.4675,772.97,935.48,2001,96.23,98.00,139.89,132.65,0.079,0.115,0,0,0,1,3.16,36.19,5.6,94.4,2669.5,2721.5,47.53,48.45,NaN,NaN,-0.01465,5.49884,max_steps
3979,1403197,0.3616,0.3602,60.39,60.16,167,63.58,63.39,101.72,102.05,0.063,0.071,0,0,0,0,2.18,0.19,99.4,0.6,148.0,146.0,2.63,2.60,NaN,NaN,NaN,NaN,car_collision
3980,1405198,0.4927,0.3933,985.81,786.93,2001,102.17,98.50,145.65,140.56,0.111,0.107,0,0,0,0,3.58,49.89,100.0,0.0,2833.5,2733.5,50.45,48.67,NaN,NaN,-0.07719,1.15783,max_steps
3981,1406936,0.4844,0.3646,841.86,633.70,1738,99.13,93.30,139.63,138.25,0.104,0.127,0,0,0,0,3.19,92.41,100.0,0.0,2390.8,2247.7,42.56,40.02,NaN,NaN,-0.10656,1.25856,wall_collision
3982,1408937,0.4987,0.4024,997.93,805.27,2001,103.27,100.21,150.14,141.64,0.124,0.117,0,0,0,0,2.72,80.33,100.0,0.0,2863.5,2773.5,50.98,49.38,NaN,NaN,-0.07576,1.82490,max_steps
3983,1409055,0.4060,0.3171,47.91,37.42,118,53.18,51.82,82.97,74.98,0.048,0.047,0,0,0,0,2.95,0.39,100.0,0.0,88.0,86.0,1.57,1.53,NaN,NaN,0.04408,3.61411,wall_collision
3984,1411056,0.3944,0.4943,789.16,989.19,2001,98.36,101.51,133.64,137.39,0.105,0.106,0,0,0,1,3.01,96.49,2.6,97.4,2725.5,2811.5,48.52,50.05,NaN,NaN,-0.14257,1.26401,max_steps
3985,1413057,0.5017,0.4096,1003.95,819.60,2001,102.39,99.60,136.00,140.10,0.105,0.106,0,0,0,1,2.54,56.24,94.8,5.2,2833.5,2761.5,50.45,49.16,NaN,NaN,0.00802,1.86752,max_steps
3986,1415058,0.3673,0.4561,734.98,912.63,2001,90.89,93.91,133.40,130.57,0.096,0.110,0,0,0,1,3.31,36.42,5.0,95.0,2519.2,2595.5,44.85,46.21,NaN,NaN,0.00165,1.97998,max_steps
3987,1415402,0.4018,0.4537,138.22,156.09,344,80.50,91.93,116.53,129.52,0.085,0.094,0,0,0,1,3.16,19.56,18.9,81.1,384.0,438.0,6.84,7.80,NaN,NaN,0.17677,3.37633,wall_collision
3988,1416623,0.4869,0.3662,594.47,447.13,1221,99.35,92.64,133.82,140.49,0.095,0.111,0,0,0,0,3.23,80.12,100.0,0.0,1682.9,1571.5,29.96,27.98,NaN,NaN,-0.00502,1.51268,wall_collision
3989,1417799,0.3968,0.4745,466.62,558.05,1176,93.87,97.11,129.58,135.75,0.086,0.093,0,0,0,1,3.03,39.15,14.6,85.4,1532.5,1582.0,27.28,28.16,NaN,NaN,-0.08388,1.96472,wall_collision
3990,1418921,0.4902,0.3868,549.98,434.01,1122,101.54,92.95,152.02,137.71,0.097,0.096,0,0,0,0,3.42,45.86,100.0,0.0,1579.9,1446.4,28.13,25.75,NaN,NaN,0.23255,3.13547,wall_collision
3991,1419324,0.4251,0.3673,171.30,148.03,403,79.31,79.10,131.80,119.00,0.123,0.091,0,0,0,0,3.21,23.34,96.8,3.2,446.0,440.0,7.94,7.83,NaN,NaN,-0.03810,2.42851,wall_collision
3992,1419666,0.4107,0.4580,140.45,156.64,342,81.58,92.49,126.45,131.30,0.064,0.079,0,0,0,1,3.29,18.95,20.8,79.2,386.0,438.0,6.87,7.80,NaN,NaN,NaN,NaN,wall_collision
3993,1420016,0.4411,0.3747,154.38,131.14,350,90.80,79.47,133.12,127.02,0.081,0.087,0,0,0,0,2.41,26.34,100.0,0.0,440.0,386.0,7.83,6.87,NaN,NaN,0.04023,2.93552,wall_collision
3994,1420359,0.4507,0.4005,154.57,137.36,343,92.39,80.60,131.26,125.31,0.072,0.075,0,0,0,0,2.80,22.21,100.0,0.0,438.0,384.0,7.80,6.84,NaN,NaN,-0.24920,0.79609,wall_collision
3995,1420502,0.3012,0.3127,43.07,44.72,143,58.00,58.60,90.85,88.71,0.057,0.069,0,0,0,0,2.09,0.55,72.7,27.3,116.0,116.0,2.07,2.07,NaN,NaN,NaN,NaN,car_collision
3996,1422503,0.4936,0.3704,987.59,741.11,2001,102.94,92.82,144.25,131.15,0.117,0.119,0,0,0,0,3.17,166.63,100.0,0.0,2855.5,2569.5,50.84,45.75,NaN,NaN,-0.15553,3.62513,max_steps
3997,1423582,0.4520,0.3744,487.67,403.96,1079,94.01,93.60,127.09,130.68,0.124,0.098,0,0,0,0,3.28,43.19,99.9,0.1,1406.9,1400.7,25.05,24.94,NaN,NaN,0.06976,1.70873,car_collision
3998,1423921,0.4615,0.4116,156.44,139.54,339,93.07,81.03,138.75,121.66,0.081,0.081,0,0,0,0,3.01,19.23,100.0,0.0,436.0,380.0,7.76,6.77,NaN,NaN,-0.24381,3.63151,wall_collision
3999,1425313,0.4909,0.3765,683.36,524.12,1392,101.84,92.53,144.25,141.20,0.107,0.119,0,0,0,0,3.09,88.21,100.0,0.0,1964.6,1788.9,34.98,31.85,NaN,NaN,0.08443,2.12404,wall_collision
4000,1426177,0.3533,0.4142,305.26,357.84,864,87.43,87.56,132.16,127.46,0.083,0.111,0,0,0,1,2.25,35.16,6.6,93.4,1052.8,1052.8,18.74,18.74,NaN,NaN,-0.19555,1.99546,car_collision
4001,1426307,0.2944,0.2907,38.27,37.79,130,55.63,55.47,89.80,88.78,0.047,0.062,0,0,0,0,1.95,0.25,92.3,7.7,100.0,100.0,1.78,1.78,NaN,NaN,NaN,NaN,car_collision
4002,1426654,0.3955,0.4641,137.25,161.04,347,79.42,92.32,109.36,134.89,0.096,0.085,0,0,0,1,2.47,22.45,34.9,65.1,382.0,444.0,6.80,7.90,NaN,NaN,-0.10416,19.61372,wall_collision
4003,1427763,0.4913,0.3782,544.81,419.38,1109,102.41,92.97,140.15,142.80,0.108,0.109,0,0,0,0,3.20,75.72,100.0,0.0,1577.8,1425.7,28.09,25.38,NaN,NaN,-0.05916,1.28748,wall_collision
4004,1429764,0.3935,0.5052,787.47,1010.94,2001,98.81,104.85,151.78,135.14,0.106,0.109,0,0,0,1,2.53,74.87,5.7,94.3,2737.5,2903.5,48.74,51.69,NaN,NaN,-0.04487,2.74513,max_steps
4005,1431765,0.5102,0.3838,1021.00,768.04,2001,106.77,96.05,152.68,141.45,0.101,0.110,0,0,0,0,2.86,128.14,100.0,0.0,2959.5,2653.5,52.69,47.24,NaN,NaN,0.03713,2.10711,max_steps
4006,1432100,0.4579,0.3996,153.39,133.85,335,95.10,80.80,145.07,122.66,0.066,0.097,0,0,0,0,2.39,22.48,100.0,0.0,440.0,374.0,7.83,6.66,NaN,NaN,-0.05485,1.58321,wall_collision
4007,1432442,0.4482,0.3835,153.29,131.17,342,93.04,82.14,138.82,123.84,0.081,0.079,0,0,0,0,2.68,21.11,100.0,0.0,440.0,390.0,7.83,6.94,NaN,NaN,NaN,NaN,wall_collision
4008,1432574,0.4187,0.3340,55.27,44.08,132,56.61,54.84,87.36,80.06,0.073,0.078,0,0,0,0,2.59,0.58,97.7,2.3,104.0,100.0,1.85,1.78,NaN,NaN,-0.09444,8.41759,wall_collision
4009,1432766,0.4182,0.4734,80.30,90.90,192,70.25,70.63,108.80,113.33,0.064,0.055,0,0,0,0,2.36,0.47,76.6,23.4,188.0,188.0,3.35,3.35,NaN,NaN,NaN,NaN,wall_collision
4010,1433113,0.4430,0.4058,153.71,140.80,347,91.98,82.56,134.17,115.88,0.077,0.094,0,0,0,0,2.77,18.26,100.0,0.0,440.0,398.0,7.83,7.09,NaN,NaN,-0.08541,3.61870,wall_collision
4011,1433202,0.2282,0.2411,20.31,21.45,89,44.75,45.25,66.33,68.91,0.086,0.052,0,0,0,0,2.15,0.22,88.8,11.2,56.0,56.0,1.00,1.00,NaN,NaN,NaN,NaN,car_collision
4012,1433303,0.2492,0.2462,25.17,24.87,101,48.87,48.40,76.12,73.38,0.061,0.045,0,0,0,0,2.18,0.10,97.0,3.0,68.0,68.0,1.21,1.21,NaN,NaN,NaN,NaN,car_collision
4013,1433681,0.4600,0.3883,173.88,146.76,378,89.50,84.66,140.67,126.55,0.119,0.087,0,0,0,0,2.51,21.21,98.1,1.9,469.0,442.0,8.35,7.87,NaN,NaN,-0.28044,12.27190,wall_collision
4014,1433813,0.3275,0.3267,43.23,43.12,132,56.24,56.30,89.52,87.99,0.058,0.047,0,0,0,0,2.04,0.20,90.2,9.8,104.0,104.0,1.85,1.85,NaN,NaN,NaN,NaN,car_collision
4015,1434156,0.4473,0.4488,153.42,153.95,343,92.51,84.97,134.93,116.40,0.080,0.082,0,0,0,0,3.07,10.22,100.0,0.0,438.0,404.0,7.80,7.19,NaN,NaN,0.13401,11.33985,wall_collision
4016,1434545,0.4319,0.3728,168.03,145.03,389,83.58,82.63,139.19,111.92,0.117,0.092,0,0,0,0,3.07,19.24,100.0,0.0,454.0,444.0,8.08,7.90,NaN,NaN,NaN,NaN,wall_collision
4017,1434964,0.4010,0.3181,168.00,133.28,419,87.00,78.67,131.96,114.68,0.100,0.101,0,0,0,0,2.11,26.29,100.0,0.0,509.0,456.0,9.06,8.12,NaN,NaN,-0.12447,1.66930,wall_collision
4018,1435330,0.4237,0.4479,155.06,163.93,366,78.97,87.16,105.09,123.73,0.094,0.090,0,0,0,1,2.43,11.66,53.6,46.4,400.0,442.0,7.12,7.87,NaN,NaN,-0.16615,4.02765,wall_collision
4019,1435421,0.2586,0.2575,23.53,23.43,91,45.12,45.15,67.68,68.73,0.069,0.036,0,0,0,0,2.26,0.02,100.0,0.0,58.0,58.0,1.03,1.03,NaN,NaN,NaN,NaN,car_collision
4020,1435782,0.4221,0.3822,152.37,137.97,361,90.94,81.87,138.63,114.75,0.085,0.079,0,0,0,0,2.55,19.55,100.0,0.0,452.0,410.0,8.05,7.30,NaN,NaN,1.15059,21.03764,wall_collision
4021,1436138,0.4072,0.4027,144.96,143.35,356,89.78,79.84,126.34,112.66,0.083,0.092,0,0,0,0,2.20,13.03,94.4,5.6,442.0,394.0,7.87,7.01,NaN,NaN,NaN,NaN,wall_collision
4022,1438139,0.4868,0.3903,974.13,780.98,2001,99.57,97.38,140.21,142.13,0.099,0.095,0,0,0,0,3.86,58.32,100.0,0.0,2767.5,2707.5,49.27,48.20,NaN,NaN,-0.07215,4.88948,max_steps
4023,1438267,0.3216,0.3151,41.17,40.34,128,56.13,54.82,86.69,86.60,0.064,0.041,0,0,0,0,2.61,0.59,100.0,0.0,100.0,98.0,1.78,1.74,NaN,NaN,-0.35599,1.64242,car_collision
4024,1440268,0.4939,0.3792,988.22,758.80,2001,101.93,94.20,141.89,138.17,0.107,0.111,0,0,0,0,2.67,93.87,99.8,0.2,2829.5,2621.5,50.37,46.67,NaN,NaN,0.06500,8.36241,max_steps
4025,1441826,0.3705,0.4455,577.26,694.02,1558,91.32,92.90,136.79,131.81,0.086,0.127,0,0,0,1,2.13,38.50,8.0,92.0,1975.0,2007.9,35.16,35.75,NaN,NaN,-0.13435,1.30610,wall_collision
4026,1443827,0.4799,0.3958,960.37,791.90,2001,98.56,96.41,136.85,135.92,0.117,0.107,0,0,0,0,3.06,50.90,98.9,1.1,2735.5,2675.5,48.70,47.63,NaN,NaN,-0.05227,1.26941,max_steps
4027,1445012,0.4863,0.3767,576.32,446.35,1185,100.33,95.10,155.07,148.56,0.102,0.097,0,0,0,0,2.76,66.28,100.0,0.0,1652.9,1565.2,29.43,27.87,NaN,NaN,-0.17192,0.71009,wall_collision
