episode_id,step,reward_mean_0,reward_mean_1,reward_total_0,reward_total_1,episode_length_steps,avg_speed_0_kmh,avg_speed_1_kmh,max_speed_0_kmh,max_speed_1_kmh,avg_angle_0_rad,avg_angle_1_rad,laps_0,laps_1,overtakes_0,overtakes_1,min_distance_m,avg_distance_m,pct_leader_0,pct_leader_1,max_meters_traveled_0,max_meters_traveled_1,max_progress_pct_0,max_progress_pct_1,best_lap_time_0_s,best_lap_time_1_s,policy_loss,value_loss,reason
1781,551070,0.2801,0.2574,30.25,27.80,108,49.92,47.44,74.52,72.46,0.061,0.060,0,0,0,0,3.45,1.20,100.0,0.0,74.0,72.0,1.32,1.28,NaN,NaN,NaN,NaN,car_collision
1782,551173,0.2606,0.2791,26.84,28.74,103,47.50,48.48,70.16,72.42,0.054,0.055,0,0,0,0,2.42,0.60,69.9,30.1,68.0,70.0,1.21,1.25,NaN,NaN,NaN,NaN,car_collision
1783,551520,0.4482,0.3888,155.51,134.92,347,91.19,78.30,125.40,117.09,0.110,0.125,0,0,0,0,3.28,18.58,99.7,0.3,438.0,376.0,7.80,6.69,NaN,NaN,-0.03946,31.21710,wall_collision
1784,551701,0.3992,0.3815,72.25,69.04,181,66.52,64.70,105.14,100.08,0.084,0.061,0,0,0,0,2.95,1.30,98.9,1.1,166.0,162.0,2.96,2.88,NaN,NaN,NaN,NaN,car_collision
1785,552027,0.4377,0.3831,142.70,124.88,326,95.97,85.57,145.97,129.75,0.067,0.092,0,0,0,0,4.01,15.64,99.1,0.9,432.0,386.0,7.69,6.87,NaN,NaN,-0.02063,9.15897,wall_collision
1786,552215,0.3741,0.4009,70.32,75.37,188,64.21,65.55,92.29,104.49,0.083,0.069,0,0,0,0,2.57,0.47,77.7,22.3,168.0,170.0,2.99,3.03,NaN,NaN,NaN,NaN,car_collision
1787,552556,0.4160,0.3971,141.84,135.42,341,92.22,84.93,138.41,132.64,0.094,0.086,0,0,0,0,3.00,12.61,100.0,0.0,434.0,402.0,7.73,7.16,NaN,NaN,-0.06254,6.63208,wall_collision
1788,552783,0.4317,0.4348,98.00,98.70,227,75.09,74.23,117.99,118.67,0.060,0.067,0,0,0,0,3.35,1.07,100.0,0.0,236.0,234.0,4.20,4.17,NaN,NaN,NaN,NaN,car_collision
1789,553128,0.4300,0.4476,148.37,154.42,345,91.96,88.60,135.43,130.22,0.106,0.105,0,0,0,0,2.77,5.47,83.2,16.8,440.0,424.0,7.83,7.55,NaN,NaN,0.04274,17.25486,wall_collision
1790,553275,0.3326,0.3497,48.90,51.41,147,57.02,59.04,90.16,95.37,0.058,0.054,0,0,0,0,2.53,1.05,61.9,38.1,116.0,120.0,2.07,2.14,NaN,NaN,NaN,NaN,car_collision
1791,553617,0.4177,0.4334,142.85,148.21,342,91.60,89.12,129.29,133.53,0.170,0.099,0,0,0,0,3.24,8.30,100.0,0.0,434.0,422.0,7.73,7.51,NaN,NaN,-0.02351,3.94131,wall_collision
1792,553948,0.4530,0.4094,149.94,135.50,331,95.30,84.65,147.33,127.55,0.064,0.110,0,0,0,0,2.54,14.94,99.7,0.3,436.0,388.0,7.76,6.91,NaN,NaN,NaN,NaN,wall_collision
1793,554119,0.3228,0.3451,55.19,59.02,171,63.76,65.51,101.71,107.71,0.065,0.043,0,0,0,0,2.16,0.99,62.0,38.0,152.0,156.0,2.71,2.78,NaN,NaN,-0.21334,3.06773,car_collision
1794,554261,0.3475,0.3204,49.35,45.50,142,58.44,56.49,93.67,89.61,0.038,0.053,0,0,0,0,3.41,1.11,100.0,0.0,116.0,112.0,2.07,1.99,NaN,NaN,NaN,NaN,car_collision
1795,554617,0.4208,0.2117,149.79,75.38,356,88.64,77.34,137.12,130.01,0.097,0.543,0,0,0,1,3.08,10.47,50.3,49.7,436.0,378.0,7.76,6.73,NaN,NaN,0.25542,6.70413,wall_collision
1796,554902,0.2710,0.3984,77.24,113.54,285,75.59,86.89,105.85,132.84,0.178,0.087,0,0,0,1,3.10,10.16,30.9,69.1,298.0,344.0,5.31,6.12,NaN,NaN,NaN,NaN,wall_collision
1797,555058,0.3581,0.3328,55.86,51.92,156,62.00,60.10,98.16,92.53,0.046,0.069,0,0,0,0,3.97,1.36,100.0,0.0,134.0,130.0,2.39,2.31,NaN,NaN,-0.11330,5.66622,car_collision
1798,555392,0.4804,0.4665,160.44,155.81,334,89.83,94.50,138.73,146.94,0.087,0.066,0,0,0,1,2.82,5.35,48.5,51.5,416.0,436.0,7.41,7.76,NaN,NaN,NaN,NaN,wall_collision
1799,555558,0.3771,0.4476,62.60,74.31,166,61.94,63.80,99.19,99.24,0.059,0.054,0,0,0,0,4.24,1.72,40.4,59.6,142.0,146.0,2.53,2.60,NaN,NaN,0.09213,2.12699,wall_collision
1800,555896,0.5220,0.5560,176.44,187.91,338,93.07,92.25,139.63,130.63,0.079,0.100,0,0,0,0,2.62,0.59,83.4,16.6,434.0,432.0,7.73,7.69,NaN,NaN,NaN,NaN,wall_collision
1801,556092,0.3739,0.3929,73.29,77.00,196,67.74,68.95,99.37,107.26,0.092,0.068,0,0,0,0,2.37,0.67,67.9,32.1,184.0,188.0,3.28,3.35,NaN,NaN,-0.04655,5.47434,car_collision
1802,556272,0.3984,0.4549,71.71,81.89,180,65.51,66.26,104.42,102.19,0.054,0.066,0,0,0,0,3.56,0.77,63.9,36.1,164.0,166.0,2.92,2.96,NaN,NaN,NaN,NaN,wall_collision
1803,556540,0.4739,0.4754,127.00,127.40,268,82.57,83.26,126.35,127.94,0.065,0.082,0,0,0,0,3.28,0.96,66.0,34.0,306.0,310.0,5.45,5.52,NaN,NaN,-0.14267,7.97532,car_collision
1804,556762,0.4323,0.4392,95.97,97.50,222,73.64,73.32,109.88,109.42,0.103,0.082,0,0,0,0,2.64,0.73,93.7,6.3,226.0,226.0,4.02,4.02,NaN,NaN,NaN,NaN,car_collision
1805,557090,0.4448,0.4180,145.88,137.12,328,89.28,92.40,140.73,137.54,0.071,0.118,0,0,0,1,2.65,6.82,25.0,75.0,406.0,420.0,7.23,7.48,NaN,NaN,0.10382,12.57073,wall_collision
1806,557288,0.4172,0.4105,82.61,81.28,198,69.59,69.77,109.89,102.20,0.057,0.082,0,0,0,0,2.52,0.97,63.1,36.9,192.0,192.0,3.42,3.42,NaN,NaN,NaN,NaN,car_collision
1807,557620,0.4160,0.4073,138.10,135.24,332,95.34,88.64,141.83,137.82,0.084,0.098,0,0,0,0,4.43,10.20,100.0,0.0,438.0,408.0,7.80,7.26,NaN,NaN,-0.21219,4.77717,wall_collision
1808,557921,0.5049,0.5024,151.98,151.24,301,89.58,88.71,145.84,140.55,0.072,0.056,0,0,0,0,2.88,0.72,82.7,17.3,374.0,370.0,6.66,6.59,NaN,NaN,NaN,NaN,car_collision
1809,558200,0.4259,0.3554,118.82,99.15,279,85.68,78.89,125.44,110.23,0.108,0.123,0,0,0,0,3.61,7.30,100.0,0.0,332.0,304.0,5.91,5.41,NaN,NaN,0.18415,9.48194,wall_collision
1810,558481,0.4085,0.3934,114.79,110.54,281,81.24,85.33,121.86,129.61,0.102,0.155,0,0,0,1,3.86,6.61,33.5,66.5,316.0,332.0,5.63,5.91,NaN,NaN,NaN,NaN,wall_collision
1811,558809,0.3846,0.3983,126.15,130.63,328,85.73,86.74,135.77,123.31,0.086,0.168,0,0,0,1,4.00,5.77,32.9,67.1,390.0,394.0,6.94,7.01,NaN,NaN,-0.01400,3.33398,car_collision
1812,559132,0.4382,0.4348,141.55,140.43,323,89.95,94.31,136.53,141.42,0.067,0.098,0,0,0,1,3.79,6.28,41.2,58.8,404.0,422.0,7.19,7.51,NaN,NaN,0.05811,9.61876,wall_collision
1813,559446,0.4368,0.3395,137.15,106.60,314,90.52,83.16,134.14,122.89,0.087,0.136,0,0,0,0,3.17,10.62,99.7,0.3,394.0,362.0,7.01,6.44,NaN,NaN,NaN,NaN,wall_collision
1814,559761,0.4197,0.3585,132.19,112.94,315,88.79,83.20,135.21,127.99,0.078,0.130,0,0,0,0,4.10,10.39,100.0,0.0,388.0,362.0,6.91,6.44,NaN,NaN,0.04813,3.32140,wall_collision
1815,560051,0.4312,0.4380,125.06,127.03,290,78.15,83.86,109.21,123.01,0.107,0.136,0,0,0,1,3.23,5.24,52.1,47.9,314.0,336.0,5.59,5.98,NaN,NaN,NaN,NaN,wall_collision
1816,560353,0.4135,0.3745,124.86,113.10,302,86.09,86.47,132.82,129.92,0.074,0.194,0,0,0,1,4.23,6.80,24.8,75.2,360.0,362.0,6.41,6.44,NaN,NaN,0.14527,12.95472,wall_collision
1817,560551,0.4592,0.4078,90.91,80.75,198,67.82,67.45,104.93,98.98,0.076,0.089,0,0,0,0,3.00,0.47,99.5,0.5,186.0,186.0,3.31,3.31,NaN,NaN,NaN,NaN,wall_collision
1818,560864,0.3894,0.3836,121.88,120.08,313,82.54,88.21,120.51,132.35,0.096,0.128,0,0,0,1,2.39,8.62,23.6,76.4,358.0,382.0,6.37,6.80,NaN,NaN,0.03757,2.96089,wall_collision
1819,560958,0.1398,0.1007,13.14,9.47,94,46.42,44.34,68.51,66.12,0.059,0.056,0,0,0,0,2.36,0.81,100.0,0.0,60.0,58.0,1.07,1.03,NaN,NaN,NaN,NaN,car_collision
1820,561299,0.3867,0.3981,131.86,135.76,341,92.09,87.66,140.81,133.50,0.089,0.082,0,0,0,0,3.26,7.81,100.0,0.0,434.0,414.0,7.73,7.37,NaN,NaN,-0.24432,7.29624,wall_collision
1821,561644,0.4606,0.4517,158.89,155.84,345,90.72,93.15,133.97,138.27,0.083,0.110,0,0,0,1,3.51,5.20,30.1,69.9,434.0,446.0,7.73,7.94,NaN,NaN,NaN,NaN,wall_collision
1822,561981,0.4408,0.4139,148.53,139.50,337,93.30,85.92,139.24,131.54,0.074,0.086,0,0,0,0,3.50,12.54,100.0,0.0,434.0,402.0,7.73,7.16,NaN,NaN,-0.06125,5.83174,wall_collision
1823,562326,0.4106,0.3891,141.64,134.25,345,91.75,86.63,135.63,126.63,0.091,0.094,0,0,0,0,3.93,10.89,100.0,0.0,438.0,414.0,7.80,7.37,NaN,NaN,-0.00468,1.98090,wall_collision
1824,562508,0.3957,0.3837,72.01,69.84,182,66.88,65.47,106.94,102.80,0.059,0.073,0,0,0,0,2.72,1.25,100.0,0.0,168.0,166.0,2.99,2.96,NaN,NaN,NaN,NaN,car_collision
1825,562852,0.3726,0.4490,128.17,154.45,344,84.47,90.68,122.04,135.71,0.153,0.070,0,0,0,1,2.53,5.81,27.6,72.4,402.0,432.0,7.16,7.69,NaN,NaN,-0.12053,4.66154,wall_collision
1826,563196,0.4136,0.3684,142.29,126.71,344,91.98,81.83,135.80,115.55,0.098,0.131,0,0,0,0,2.81,13.48,100.0,0.0,438.0,390.0,7.80,6.94,NaN,NaN,0.13249,4.64369,wall_collision
1827,563326,0.2913,0.3070,37.87,39.91,130,51.80,53.13,76.85,79.74,0.061,0.046,0,0,0,0,2.82,0.63,68.5,31.5,94.0,96.0,1.67,1.71,NaN,NaN,NaN,NaN,car_collision
1828,563661,0.4429,0.4638,148.37,155.37,335,93.81,89.32,143.81,133.03,0.073,0.088,0,0,0,0,3.30,7.00,100.0,0.0,434.0,414.0,7.73,7.37,NaN,NaN,NaN,NaN,wall_collision
1829,563939,0.4673,0.4563,129.90,126.84,278,79.47,84.00,108.96,127.29,0.114,0.087,0,0,0,1,2.58,2.95,55.0,45.0,306.0,324.0,5.45,5.77,NaN,NaN,-0.07642,12.93680,wall_collision
1830,564185,0.4984,0.4566,122.61,112.33,246,80.15,78.28,124.11,115.83,0.071,0.084,0,0,0,0,2.91,1.49,96.3,3.7,274.0,266.0,4.88,4.74,NaN,NaN,NaN,NaN,wall_collision
1831,564288,0.2705,0.2698,27.87,27.79,103,48.46,48.64,72.68,73.86,0.046,0.044,0,0,0,0,2.07,0.08,97.1,2.9,70.0,70.0,1.25,1.25,NaN,NaN,-0.02986,13.93032,car_collision
1832,564382,0.2642,0.2537,24.84,23.84,94,45.71,45.25,68.33,67.46,0.056,0.054,0,0,0,0,2.21,0.15,98.9,1.1,60.0,60.0,1.07,1.07,NaN,NaN,NaN,NaN,car_collision
1833,564557,0.4573,0.3939,80.02,68.94,175,66.51,65.24,105.84,103.70,0.065,0.056,0,0,0,0,4.16,1.38,100.0,0.0,162.0,158.0,2.88,2.81,NaN,NaN,NaN,NaN,wall_collision
1834,564890,0.4541,0.2649,151.21,88.21,333,94.88,77.08,147.31,120.14,0.076,0.425,0,0,0,0,3.06,11.09,100.0,0.0,436.0,356.0,7.76,6.34,NaN,NaN,0.03157,34.66224,wall_collision
1835,565063,0.3861,0.4175,66.80,72.22,173,63.44,64.22,99.33,95.41,0.059,0.098,0,0,0,0,2.86,0.91,54.9,45.1,152.0,154.0,2.71,2.74,NaN,NaN,NaN,NaN,wall_collision
1836,565338,0.4649,0.4034,127.85,110.93,275,86.88,80.77,137.65,117.99,0.079,0.110,0,0,0,0,3.51,5.16,98.9,1.1,332.0,308.0,5.91,5.48,NaN,NaN,-0.03367,10.89642,wall_collision
1837,565669,0.4526,0.4403,149.82,145.74,331,94.49,91.48,145.23,140.44,0.081,0.076,0,0,0,0,2.90,5.90,98.2,1.8,432.0,420.0,7.69,7.48,NaN,NaN,NaN,NaN,wall_collision
1838,565915,0.4211,0.4306,103.58,105.93,246,80.29,79.08,122.89,123.23,0.097,0.061,0,0,0,0,4.33,2.11,95.1,4.9,274.0,270.0,4.88,4.81,NaN,NaN,0.10402,4.53078,wall_collision
1839,566244,0.4126,0.4569,135.75,150.33,329,94.78,91.71,141.13,142.79,0.104,0.079,0,0,0,0,5.02,7.86,100.0,0.0,430.0,418.0,7.66,7.44,NaN,NaN,NaN,NaN,wall_collision
1840,566567,0.4611,0.4232,148.93,136.69,323,91.41,94.24,147.56,138.36,0.058,0.140,0,0,0,1,3.96,8.27,22.6,77.4,410.0,422.0,7.30,7.51,NaN,NaN,-0.07781,2.14437,wall_collision
1841,566895,0.4577,0.4672,150.11,153.25,328,96.46,91.29,145.86,138.95,0.082,0.080,0,0,0,0,3.67,7.93,96.0,4.0,436.0,416.0,7.76,7.41,NaN,NaN,0.01168,2.46718,wall_collision
1842,567106,0.4141,0.4006,87.38,84.53,211,75.49,74.54,121.99,117.63,0.046,0.079,0,0,0,0,2.89,0.56,99.5,0.5,220.0,218.0,3.92,3.88,NaN,NaN,NaN,NaN,car_collision
1843,567199,0.2627,0.2538,24.43,23.61,93,46.09,45.83,70.82,68.82,0.051,0.041,0,0,0,0,2.17,0.26,100.0,0.0,60.0,60.0,1.07,1.07,NaN,NaN,NaN,NaN,car_collision
1844,567521,0.4747,0.4733,152.85,152.41,322,97.35,90.99,149.63,138.62,0.070,0.091,0,0,0,0,3.96,7.81,98.1,1.9,434.0,406.0,7.73,7.23,NaN,NaN,0.12901,38.76956,wall_collision
1845,567640,0.2830,0.2800,33.67,33.32,119,52.27,51.76,79.81,80.94,0.049,0.057,0,0,0,0,2.06,0.35,98.3,1.7,86.0,86.0,1.53,1.53,NaN,NaN,NaN,NaN,car_collision
1846,567802,0.4458,0.3794,72.21,61.47,162,63.99,62.18,102.61,97.84,0.047,0.060,0,0,0,0,4.15,0.90,100.0,0.0,144.0,140.0,2.56,2.49,NaN,NaN,-0.09254,6.54565,wall_collision
1847,567946,0.4253,0.3527,61.24,50.79,144,58.45,57.46,92.52,90.80,0.065,0.063,0,0,0,0,3.60,0.64,100.0,0.0,116.0,114.0,2.07,2.03,NaN,NaN,NaN,NaN,wall_collision
1848,568193,0.4627,0.4693,114.29,115.92,247,81.11,81.42,130.73,129.90,0.068,0.059,0,0,0,0,2.19,0.49,89.5,10.5,278.0,278.0,4.95,4.95,NaN,NaN,NaN,NaN,car_collision
1849,568350,0.4390,0.3714,68.92,58.31,157,61.25,60.59,95.44,91.99,0.050,0.069,0,0,0,0,3.60,0.33,100.0,0.0,134.0,132.0,2.39,2.35,NaN,NaN,0.06451,6.81978,wall_collision
1850,568681,0.3499,0.4132,115.83,136.76,331,90.18,89.07,139.85,136.58,0.296,0.119,0,0,0,0,4.65,11.75,100.0,0.0,414.0,410.0,7.37,7.30,NaN,NaN,NaN,NaN,car_collision
1851,568826,0.3266,0.4057,47.35,58.83,145,56.27,58.59,81.68,90.20,0.080,0.058,0,0,0,1,3.46,1.10,57.9,42.1,114.0,118.0,2.03,2.10,NaN,NaN,-0.09507,7.91273,wall_collision
1852,569014,0.3543,0.4369,66.62,82.14,188,66.46,69.16,99.42,111.70,0.079,0.052,0,0,0,1,2.66,1.30,61.2,38.8,174.0,180.0,3.10,3.20,NaN,NaN,NaN,NaN,wall_collision
1853,569190,0.3727,0.3762,65.60,66.21,176,67.60,65.95,111.36,103.85,0.061,0.059,0,0,0,0,2.89,0.74,96.6,3.4,166.0,162.0,2.96,2.88,NaN,NaN,NaN,NaN,car_collision
1854,569499,0.4396,0.5013,135.82,154.89,309,91.14,93.82,135.62,147.43,0.088,0.069,0,0,0,1,3.05,2.35,43.7,56.3,390.0,402.0,6.94,7.16,NaN,NaN,0.29848,17.44426,wall_collision
1855,569611,0.3062,0.3733,34.29,41.81,112,50.41,51.30,77.79,77.11,0.052,0.066,0,0,0,0,2.50,0.61,69.6,30.4,78.0,80.0,1.39,1.42,NaN,NaN,NaN,NaN,wall_collision
1856,569935,0.4563,0.4401,147.85,142.61,324,97.03,89.05,149.11,128.61,0.064,0.122,0,0,0,0,3.95,9.56,100.0,0.0,436.0,400.0,7.76,7.12,NaN,NaN,0.01435,5.57170,wall_collision
1857,570023,0.3733,0.2623,32.85,23.08,88,44.97,45.16,66.59,67.45,0.051,0.057,0,0,0,0,4.08,0.02,98.9,1.1,56.0,56.0,1.00,1.00,NaN,NaN,NaN,NaN,wall_collision
1858,570266,0.4743,0.4536,115.26,110.22,243,81.14,80.34,128.59,120.32,0.080,0.105,0,0,0,0,3.83,0.37,97.5,2.5,274.0,270.0,4.88,4.81,NaN,NaN,NaN,NaN,car_collision
1859,570512,0.4735,0.4742,116.48,116.66,246,81.35,81.57,121.97,125.78,0.077,0.057,0,0,0,0,2.61,0.32,95.5,4.5,278.0,278.0,4.95,4.95,NaN,NaN,-0.05862,6.01245,car_collision
1860,570702,0.3925,0.4078,74.57,77.48,190,68.02,69.07,104.38,107.97,0.068,0.072,0,0,0,0,2.95,0.59,72.1,27.9,180.0,182.0,3.20,3.24,NaN,NaN,NaN,NaN,car_collision
1861,570898,0.4225,0.4768,82.81,93.46,196,71.11,71.57,114.38,114.22,0.072,0.052,0,0,0,0,3.27,0.49,76.0,24.0,194.0,194.0,3.45,3.45,NaN,NaN,0.15304,28.97711,wall_collision
1862,571183,0.4756,0.4435,135.55,126.40,285,81.54,83.63,125.77,122.10,0.087,0.107,0,0,0,1,3.43,3.09,35.8,64.2,322.0,330.0,5.73,5.87,NaN,NaN,NaN,NaN,wall_collision
1863,571361,0.3544,0.4080,63.09,72.62,178,65.58,65.92,104.93,107.13,0.056,0.053,0,0,0,0,2.30,0.31,95.5,4.5,162.0,162.0,2.88,2.88,NaN,NaN,NaN,NaN,wall_collision
1864,571459,0.3824,0.2784,37.47,27.28,98,46.90,46.90,70.43,71.83,0.049,0.053,0,0,0,0,3.76,0.18,100.0,0.0,64.0,64.0,1.14,1.14,NaN,NaN,0.05791,8.46438,wall_collision
1865,571582,0.2674,0.2866,32.89,35.25,123,51.92,53.67,81.48,83.39,0.049,0.057,0,0,0,0,3.29,1.14,48.8,51.2,88.0,92.0,1.57,1.64,NaN,NaN,NaN,NaN,car_collision
1866,571710,0.3320,0.4117,42.50,52.70,128,54.59,54.68,85.44,87.88,0.045,0.036,0,0,0,0,3.64,0.48,100.0,0.0,98.0,98.0,1.74,1.74,NaN,NaN,NaN,NaN,wall_collision
1867,571772,0.1839,0.3447,11.40,21.37,62,37.41,37.59,51.94,52.03,0.077,0.066,0,0,0,0,4.77,0.10,95.2,4.8,32.0,32.0,0.57,0.57,NaN,NaN,NaN,NaN,wall_collision
1868,571875,0.3860,0.2866,39.76,29.52,103,48.01,47.42,74.04,69.74,0.048,0.075,0,0,0,0,4.58,0.06,98.1,1.9,68.0,68.0,1.21,1.21,NaN,NaN,NaN,NaN,wall_collision
1869,571954,0.3668,0.2371,28.97,18.73,79,42.84,42.19,62.47,61.79,0.047,0.055,0,0,0,0,4.16,0.38,100.0,0.0,48.0,46.0,0.85,0.82,NaN,NaN,0.12893,21.77736,wall_collision
1870,572041,0.3727,0.2549,32.42,22.18,87,44.46,44.20,67.37,66.59,0.053,0.057,0,0,0,0,4.10,0.11,100.0,0.0,54.0,54.0,0.96,0.96,NaN,NaN,NaN,NaN,wall_collision
1871,572175,0.3408,0.4155,45.67,55.68,134,56.08,55.86,88.42,87.16,0.054,0.043,0,0,0,0,4.19,0.19,98.5,1.5,104.0,104.0,1.85,1.85,NaN,NaN,NaN,NaN,wall_collision
1872,572323,0.3492,0.3631,51.68,53.74,148,59.10,59.87,93.34,94.33,0.056,0.070,0,0,0,0,2.65,0.53,76.4,23.6,122.0,122.0,2.17,2.17,NaN,NaN,NaN,NaN,car_collision
1873,572411,0.3718,0.2532,32.72,22.28,88,44.29,43.71,65.70,64.77,0.056,0.066,0,0,0,0,4.18,0.32,100.0,0.0,54.0,54.0,0.96,0.96,NaN,NaN,0.10524,21.19822,wall_collision
1874,572561,0.3590,0.4262,53.86,63.93,150,58.60,58.82,90.48,95.14,0.052,0.062,0,0,0,0,2.99,0.55,99.3,0.7,122.0,122.0,2.17,2.17,NaN,NaN,NaN,NaN,wall_collision
1875,572711,0.4295,0.3637,64.43,54.56,150,60.46,59.57,96.98,87.68,0.062,0.078,0,0,0,0,3.13,0.39,87.3,12.7,126.0,124.0,2.24,2.21,NaN,NaN,NaN,NaN,wall_collision
1876,572905,0.4021,0.3928,78.01,76.20,194,69.73,68.83,111.49,110.11,0.060,0.054,0,0,0,0,3.03,0.87,100.0,0.0,188.0,186.0,3.35,3.31,NaN,NaN,NaN,NaN,car_collision
1877,573032,0.4104,0.3311,52.12,42.05,127,54.26,54.33,86.93,86.87,0.053,0.059,0,0,0,0,3.59,0.09,96.9,3.1,96.0,96.0,1.71,1.71,NaN,NaN,-0.14934,20.11571,wall_collision
1878,573242,0.4879,0.4360,102.47,91.56,210,74.38,73.42,119.16,111.67,0.049,0.069,0,0,0,0,3.15,0.50,80.0,20.0,216.0,214.0,3.85,3.81,NaN,NaN,NaN,NaN,wall_collision
1879,573348,0.2932,0.3903,31.07,41.37,106,48.43,48.84,74.79,76.19,0.052,0.050,0,0,0,0,4.01,0.19,90.6,9.4,72.0,72.0,1.28,1.28,NaN,NaN,NaN,NaN,wall_collision
1880,573683,0.4791,0.4747,160.50,159.02,335,94.05,88.48,146.19,133.74,0.074,0.104,0,0,0,0,3.25,5.98,74.3,25.7,436.0,410.0,7.76,7.30,NaN,NaN,-0.14110,10.29930,wall_collision
1881,573806,0.2876,0.2825,35.38,34.75,123,53.33,51.68,80.75,75.77,0.049,0.066,0,0,0,0,3.16,0.67,100.0,0.0,92.0,88.0,1.64,1.57,NaN,NaN,NaN,NaN,car_collision
1882,573965,0.3765,0.4386,59.87,69.73,159,61.23,61.73,96.42,98.16,0.058,0.049,0,0,0,0,3.28,0.39,94.3,5.7,136.0,136.0,2.42,2.42,NaN,NaN,-0.23282,12.07375,wall_collision
1883,574089,0.2956,0.2717,36.65,33.69,124,53.82,52.53,85.74,82.13,0.055,0.055,0,0,0,0,2.63,0.44,96.0,4.0,92.0,90.0,1.64,1.60,NaN,NaN,NaN,NaN,car_collision
1884,574429,0.4217,0.3902,143.38,132.68,340,90.61,93.01,143.44,137.35,0.080,0.138,0,0,0,1,3.68,9.36,19.1,80.9,426.0,438.0,7.58,7.80,NaN,NaN,NaN,NaN,wall_collision
1885,574551,0.4014,0.3191,48.97,38.93,122,52.25,51.97,81.26,81.86,0.048,0.051,0,0,0,0,4.02,0.18,100.0,0.0,88.0,88.0,1.57,1.57,NaN,NaN,-0.11588,11.61064,wall_collision
1886,574658,0.2987,0.3918,31.96,41.93,107,49.53,49.42,75.83,74.96,0.054,0.056,0,0,0,0,3.39,0.06,99.1,0.9,74.0,74.0,1.32,1.32,NaN,NaN,NaN,NaN,wall_collision
1887,574787,0.3150,0.3047,40.64,39.30,129,54.55,52.67,83.54,82.07,0.055,0.048,0,0,0,0,3.72,1.07,99.2,0.8,98.0,94.0,1.74,1.67,NaN,NaN,NaN,NaN,car_collision
1888,575123,0.4076,0.3843,136.95,129.14,336,93.40,86.47,144.72,128.40,0.097,0.125,0,0,0,0,3.43,9.06,100.0,0.0,434.0,402.0,7.73,7.16,NaN,NaN,-0.11337,7.63987,wall_collision
1889,575307,0.3329,0.4043,61.25,74.38,184,64.37,66.98,93.09,103.78,0.078,0.049,0,0,0,1,3.39,1.25,59.8,40.2,164.0,172.0,2.92,3.06,NaN,NaN,NaN,NaN,wall_collision
1890,575390,0.2190,0.2304,18.18,19.13,83,43.01,43.80,64.06,64.97,0.034,0.050,0,0,0,0,2.24,0.19,92.8,7.2,50.0,50.0,0.89,0.89,NaN,NaN,NaN,NaN,car_collision
1891,575576,0.4060,0.4608,75.51,85.71,186,67.11,67.39,106.58,106.56,0.057,0.052,0,0,0,0,3.21,0.47,98.4,1.6,174.0,174.0,3.10,3.10,NaN,NaN,0.01252,16.08378,wall_collision
1892,575836,0.4803,0.4824,124.88,125.43,260,83.18,83.43,132.66,130.30,0.069,0.089,0,0,0,0,2.20,0.67,93.8,6.2,300.0,300.0,5.34,5.34,NaN,NaN,NaN,NaN,car_collision
1893,576171,0.4251,0.4401,142.39,147.45,335,93.26,89.92,140.89,142.45,0.077,0.072,0,0,0,0,3.63,7.78,100.0,0.0,432.0,418.0,7.69,7.44,NaN,NaN,0.17570,7.33115,wall_collision
1894,576504,0.4657,0.4423,155.09,147.30,333,94.39,86.00,144.59,123.83,0.080,0.119,0,0,0,0,3.31,8.44,98.2,1.8,434.0,396.0,7.73,7.05,NaN,NaN,-0.11337,2.45370,wall_collision
1895,576716,0.4285,0.4244,90.84,89.98,212,73.01,73.77,110.46,111.12,0.063,0.078,0,0,0,0,3.00,0.73,82.1,17.9,214.0,216.0,3.81,3.85,NaN,NaN,NaN,NaN,car_collision
1896,576990,0.3765,0.4793,103.16,131.32,274,75.35,81.84,108.64,129.26,0.238,0.076,0,0,0,1,2.93,2.52,68.2,31.8,284.0,310.0,5.06,5.52,NaN,NaN,NaN,NaN,wall_collision
1897,577158,0.3765,0.3751,63.25,63.01,168,64.40,64.13,99.56,100.38,0.053,0.060,0,0,0,0,2.19,0.35,96.4,3.6,150.0,150.0,2.67,2.67,NaN,NaN,-0.07566,7.03909,car_collision
1898,577390,0.4924,0.4473,114.25,103.78,232,75.89,74.89,120.52,115.11,0.046,0.063,0,0,0,0,3.30,1.16,100.0,0.0,244.0,242.0,4.34,4.31,NaN,NaN,NaN,NaN,wall_collision
1899,577508,0.4008,0.3092,47.30,36.49,118,51.72,50.43,79.43,75.01,0.046,0.079,0,0,0,0,3.53,0.92,100.0,0.0,84.0,82.0,1.50,1.46,NaN,NaN,NaN,NaN,wall_collision
1900,577710,0.3980,0.3904,80.40,78.87,202,67.86,66.56,106.72,103.04,0.067,0.056,0,0,0,0,3.36,1.43,100.0,0.0,190.0,186.0,3.38,3.31,NaN,NaN,-0.08840,11.95338,car_collision
1901,577969,0.5091,0.4676,131.86,121.11,259,79.91,79.39,125.00,122.55,0.078,0.084,0,0,0,0,3.16,0.82,64.5,35.5,288.0,286.0,5.13,5.09,NaN,NaN,NaN,NaN,wall_collision
